speed,tension,temperature,load,vibration,motor_current,acoustic,em_signal,damage_risk,failure_within_30d,damage_type,severity,health_grade,tension_speed_ratio,temp_load_ratio,vibration_current_ratio
3.72,111.14,45.31,2871.0,6.12,223.32,67.49,0.524,28.28,0,splice_wear,low,C,29.86,15.78,2.74
4.83,79.59,48.79,2464.0,3.86,216.04,51.33,0.123,17.69,0,none,low,B,16.48,19.8,1.78
5.24,94.57,36.78,2331.0,3.04,175.96,62.98,0.328,11.97,0,none,low,B,18.04,15.78,1.73
3.77,77.31,45.84,1675.0,5.03,203.53,61.85,0.23,16.99,0,none,low,B,20.48,27.37,2.47
4.92,81.17,38.4,2787.0,1.54,184.9,67.35,0.111,7.9,0,none,low,A,16.49,13.78,0.83
4.58,72.65,41.83,1690.0,1.47,208.25,52.46,0.393,0.93,0,none,low,A,15.85,24.75,0.71
3.28,78.78,49.96,3278.0,1.24,195.06,59.9,0.163,3.63,0,none,low,A,24.0,15.24,0.64
2.98,123.69,76.59,1215.0,10.54,255.53,88.87,0.892,91.41,1,splice_failure,critical,D,41.51,63.04,4.13
3.1,91.97,34.93,1758.0,3.34,197.86,45.71,0.182,0.82,0,none,low,A,29.7,19.87,1.69
5.24,94.57,42.02,1823.0,5.53,191.3,48.54,0.377,18.94,0,none,low,B,18.05,23.04,2.89
1.0,106.33,77.21,1064.0,12.95,304.74,90.68,0.727,90.1,1,tear,critical,F,106.24,72.59,4.25
1.9,128.83,75.68,1111.0,11.63,299.37,89.71,0.652,73.12,1,bearing_failure,high,D,67.82,68.1,3.89
4.89,76.43,43.26,1579.0,5.2,185.85,59.64,0.166,16.93,0,none,low,B,15.63,27.39,2.8
3.74,98.69,62.88,2996.0,9.21,248.08,67.39,0.369,39.21,1,abrasion,low,C,26.42,20.99,3.71
5.02,78.84,42.13,1991.0,1.55,213.55,47.28,0.181,21.38,0,none,low,B,15.72,21.16,0.72
5.43,94.49,33.9,1582.0,4.53,186.08,47.32,0.312,0.78,0,none,low,A,17.39,21.43,2.43
2.75,90.27,64.21,3386.0,9.01,223.86,66.05,0.37,41.82,0,splice_wear,medium,C,32.77,18.96,4.02
5.37,74.24,49.24,1530.0,3.41,176.67,55.33,0.271,10.89,0,none,low,B,13.82,32.19,1.93
4.83,87.15,46.33,2000.0,4.05,196.82,53.5,0.246,7.84,0,none,low,A,18.04,23.17,2.06
3.53,72.64,43.03,2821.0,5.75,208.37,46.2,0.365,21.57,0,none,low,B,20.55,15.25,2.76
4.46,94.4,39.71,3311.0,1.42,165.28,55.14,0.275,20.41,0,none,low,B,21.14,11.99,0.86
2.59,109.04,57.09,2397.0,7.47,244.54,73.87,0.45,35.68,1,abrasion,medium,C,42.02,23.82,3.06
3.7,88.28,33.33,1843.0,3.65,173.2,59.46,0.135,16.37,0,none,low,B,23.85,18.08,2.11
3.0,73.17,48.54,3235.0,2.17,212.27,59.0,0.391,9.34,0,none,low,A,24.39,15.01,1.02
3.16,79.91,49.2,2578.0,2.44,159.62,61.18,0.293,9.35,0,none,low,A,25.3,19.09,1.53
3.11,112.63,51.42,2505.0,7.67,249.43,61.86,0.583,52.83,0,edge_damage,medium,C,36.25,20.53,3.08
4.01,89.58,49.18,1753.0,3.1,188.48,53.66,0.209,1.31,0,none,low,A,22.36,28.05,1.65
4.09,74.87,45.95,3105.0,3.43,173.88,59.68,0.186,5.9,0,none,low,A,18.3,14.8,1.97
2.69,85.2,48.06,2138.0,9.98,217.33,62.69,0.372,57.76,0,edge_damage,low,C,31.68,22.48,4.59
3.17,91.22,52.56,2633.0,8.39,217.37,70.39,0.32,31.7,0,edge_damage,low,C,28.78,19.96,3.86
4.66,76.38,30.79,1617.0,2.53,162.61,49.0,0.328,0.4,0,none,low,A,16.39,19.04,1.55
3.95,82.66,40.38,2127.0,2.48,208.67,65.04,0.158,2.44,0,none,low,A,20.93,18.99,1.19
3.6,95.79,47.52,3179.0,7.63,212.18,68.13,0.539,45.66,0,abrasion,low,C,26.59,14.95,3.59
2.6,85.16,51.56,3321.0,8.65,227.2,72.32,0.408,48.37,0,splice_wear,medium,C,32.77,15.53,3.81
2.29,106.13,66.18,1995.0,9.93,262.65,77.6,0.664,67.99,1,splice_failure,critical,F,46.34,33.17,3.78
5.04,70.35,42.46,2230.0,4.06,205.68,52.88,0.132,1.74,0,none,low,A,13.95,19.04,1.97
4.3,88.56,39.21,2345.0,2.99,152.12,52.72,0.393,21.84,0,none,low,B,20.59,16.72,1.97
4.47,91.18,37.71,1536.0,1.37,190.83,67.3,0.308,1.77,0,none,low,A,20.4,24.55,0.72
4.93,91.04,41.59,2789.0,1.14,216.28,63.13,0.178,17.72,0,none,low,B,18.47,14.91,0.53
3.1,75.03,31.93,2175.0,3.09,190.68,55.97,0.181,0.73,0,none,low,A,24.2,14.68,1.62
3.99,77.47,47.07,2993.0,5.29,189.6,48.01,0.309,5.15,0,none,low,A,19.42,15.73,2.79
3.16,90.63,30.77,3306.0,5.32,187.17,62.12,0.286,20.08,0,none,low,B,28.66,9.31,2.84
4.96,81.56,48.7,2473.0,3.31,212.81,63.9,0.266,4.49,0,none,low,A,16.43,19.7,1.56
5.42,88.82,45.85,1566.0,3.34,201.73,64.09,0.115,21.31,0,none,low,B,16.39,29.28,1.66
3.49,77.93,34.2,2562.0,1.26,162.68,63.69,0.14,5.83,0,none,low,A,22.31,13.35,0.77
4.29,89.09,37.84,3080.0,4.09,159.05,48.6,0.231,9.92,0,none,low,A,20.75,12.29,2.57
1.47,105.12,65.67,1491.0,12.81,286.04,78.41,0.831,92.4,1,bearing_failure,critical,F,71.5,44.06,4.48
3.44,113.69,60.33,3939.0,8.73,210.54,61.16,0.473,37.52,0,splice_wear,low,C,33.04,15.32,4.15
5.33,84.58,39.84,2409.0,2.05,150.3,50.55,0.253,9.5,0,none,low,A,15.87,16.54,1.36
5.45,78.76,37.95,1767.0,1.24,212.03,58.13,0.328,3.75,0,none,low,A,14.45,21.48,0.58
3.63,75.7,28.25,1761.0,2.55,159.35,67.67,0.193,3.26,0,none,low,A,20.83,16.05,1.6
4.47,71.6,46.97,3423.0,2.23,186.01,45.51,0.292,10.35,0,none,low,B,16.02,13.72,1.2
3.52,86.35,37.16,1859.0,4.45,195.21,64.75,0.135,19.64,0,none,low,B,24.55,19.98,2.28
3.29,87.37,37.71,3390.0,1.71,201.43,53.79,0.387,8.25,0,none,low,A,26.58,11.13,0.85
1.18,124.11,84.89,1103.0,12.93,286.41,80.9,0.508,68.36,1,bearing_failure,critical,D,105.54,76.95,4.51
2.19,115.68,79.55,987.0,12.53,284.3,77.21,0.71,72.03,0,tear,high,F,52.75,80.61,4.41
3.58,74.53,45.83,1770.0,3.34,225.09,49.27,0.393,24.86,0,none,low,B,20.82,25.89,1.49
3.43,77.9,37.34,2119.0,2.4,227.78,48.53,0.32,0.01,0,none,low,A,22.74,17.62,1.06
5.29,77.2,32.08,2803.0,4.56,205.04,52.34,0.176,23.9,0,none,low,B,14.59,11.44,2.23
4.19,98.57,53.49,2314.0,7.13,232.25,60.41,0.433,52.35,0,abrasion,low,C,23.51,23.12,3.07
3.98,80.17,40.69,1804.0,1.88,172.83,66.99,0.32,16.54,0,none,low,B,20.17,22.55,1.09
4.22,102.84,51.71,3632.0,9.01,250.74,62.08,0.591,58.59,0,abrasion,low,C,24.38,14.24,3.59
5.48,84.08,35.85,2076.0,2.28,203.13,54.65,0.39,17.1,0,none,low,B,15.34,17.26,1.12
2.66,99.63,51.29,2404.0,9.76,226.64,63.14,0.36,34.82,1,edge_damage,low,C,37.48,21.33,4.31
4.65,77.35,32.75,1817.0,2.56,158.47,45.43,0.341,3.45,0,none,low,A,16.64,18.02,1.62
1.84,109.29,63.63,1684.0,14.41,295.88,75.17,0.964,62.52,1,tear,high,D,59.24,37.78,4.87
4.79,91.53,31.4,2403.0,3.04,205.0,50.75,0.292,21.94,0,none,low,B,19.13,13.07,1.48
5.28,94.83,30.33,1966.0,5.75,226.67,47.25,0.104,4.03,0,none,low,A,17.97,15.43,2.54
3.51,110.45,45.41,3209.0,6.39,251.74,65.1,0.506,48.6,0,abrasion,medium,C,31.51,14.15,2.54
3.72,90.22,45.61,2414.0,4.03,198.34,64.02,0.228,6.89,0,none,low,A,24.23,18.89,2.03
4.34,81.23,37.68,1682.0,4.59,167.1,49.53,0.224,5.69,0,none,low,A,18.71,22.4,2.75
3.93,81.22,39.82,1907.0,1.78,220.43,54.98,0.224,0.89,0,none,low,A,20.67,20.88,0.81
4.39,83.97,43.55,1855.0,2.26,214.86,66.78,0.141,12.44,0,none,low,B,19.15,23.48,1.05
3.15,78.14,31.16,2920.0,3.67,161.51,45.21,0.342,4.4,0,none,low,A,24.8,10.67,2.27
3.84,84.64,34.94,1674.0,2.11,165.04,54.84,0.297,6.6,0,none,low,A,22.03,20.88,1.28
4.3,85.14,49.18,2679.0,3.36,195.87,66.34,0.349,8.07,0,none,low,A,19.81,18.36,1.71
3.66,82.61,44.37,2506.0,1.34,207.89,63.54,0.187,16.6,0,none,low,B,22.59,17.7,0.64
5.22,91.13,39.56,2883.0,5.42,189.66,52.2,0.326,5.5,0,none,low,A,17.45,13.72,2.86
5.16,88.11,36.88,1929.0,2.78,172.73,49.05,0.323,6.3,0,none,low,A,17.06,19.12,1.61
3.96,94.55,36.6,1660.0,1.45,197.26,58.79,0.226,10.8,0,none,low,B,23.85,22.05,0.73
4.29,82.62,31.29,1708.0,1.62,158.08,59.02,0.159,6.29,0,none,low,A,19.25,18.32,1.02
5.39,91.37,33.07,2155.0,2.05,189.35,45.45,0.301,13.08,0,none,low,B,16.94,15.35,1.08
4.11,108.76,47.54,2797.0,5.85,215.28,64.74,0.467,39.4,1,abrasion,medium,C,26.47,17.0,2.72
4.05,95.17,47.86,3716.0,6.54,239.53,70.2,0.442,42.35,1,abrasion,low,C,23.52,12.88,2.73
5.24,71.44,31.09,2933.0,3.19,182.28,48.15,0.252,3.16,0,none,low,A,13.64,10.6,1.75
4.91,76.46,38.58,3484.0,4.43,217.31,54.54,0.33,1.01,0,none,low,A,15.57,11.07,2.04
3.51,80.05,46.61,2193.0,4.27,206.75,58.48,0.207,14.43,0,none,low,B,22.82,21.26,2.07
3.21,94.82,30.8,1645.0,5.39,174.15,59.96,0.199,9.79,0,none,low,A,29.54,18.73,3.1
3.86,80.27,43.85,2523.0,5.72,153.35,56.57,0.275,23.0,0,none,low,B,20.81,17.38,3.73
4.43,91.34,33.32,3253.0,1.1,208.6,66.46,0.297,10.98,0,none,low,B,20.6,10.24,0.53
5.3,81.76,28.64,2880.0,3.41,159.95,49.93,0.119,14.36,0,none,low,B,15.43,9.94,2.13
4.26,90.43,46.94,2731.0,1.06,205.62,54.61,0.27,16.23,0,none,low,B,21.21,17.19,0.52
5.29,73.35,42.77,1509.0,5.62,159.0,47.18,0.2,9.34,0,none,low,A,13.86,28.35,3.54
4.46,81.07,28.75,2139.0,5.05,205.18,61.67,0.309,7.77,0,none,low,A,18.17,13.44,2.46
3.68,90.79,49.57,2488.0,1.05,161.2,52.41,0.274,1.88,0,none,low,A,24.66,19.93,0.65
4.33,108.42,60.11,3213.0,8.13,238.28,71.32,0.466,59.52,1,edge_damage,medium,C,25.07,18.71,3.41
3.21,82.07,39.31,3158.0,3.22,195.67,57.12,0.111,15.38,0,none,low,B,25.57,12.45,1.65
3.69,102.81,48.28,2247.0,9.9,223.62,64.09,0.351,48.37,0,edge_damage,medium,C,27.87,21.49,4.43
5.23,79.73,34.89,2425.0,2.95,219.09,66.37,0.191,21.6,0,none,low,B,15.23,14.39,1.35
1.11,117.31,66.86,1789.0,9.05,289.54,81.78,0.661,84.51,1,joint_rupture,critical,D,105.27,37.38,3.12
3.78,104.64,64.08,3550.0,9.02,231.9,63.36,0.428,44.23,0,splice_wear,low,C,27.71,18.05,3.89
3.66,74.21,43.26,2791.0,4.44,179.8,51.04,0.328,19.34,0,none,low,B,20.26,15.5,2.47
4.53,79.34,43.44,3171.0,4.44,191.01,55.55,0.293,17.0,0,none,low,B,17.51,13.7,2.33
4.56,72.41,48.94,3082.0,2.87,195.03,46.09,0.112,6.27,0,none,low,A,15.87,15.88,1.47
5.13,83.98,39.71,2305.0,1.81,159.47,62.5,0.378,11.46,0,none,low,B,16.37,17.23,1.13
5.29,72.25,44.95,2734.0,3.99,173.4,60.73,0.338,2.82,0,none,low,A,13.67,16.44,2.3
3.25,91.81,39.17,3116.0,2.84,160.01,45.95,0.184,6.11,0,none,low,A,28.22,12.57,1.78
3.05,83.01,36.62,2654.0,4.51,200.73,67.65,0.141,10.74,0,none,low,B,27.18,13.8,2.25
4.04,86.59,38.78,2535.0,3.16,229.34,66.33,0.192,2.79,0,none,low,A,21.42,15.3,1.38
1.23,110.73,83.54,1653.0,11.66,290.67,93.88,0.906,88.19,1,bearing_failure,high,F,89.92,50.53,4.01
4.26,70.76,30.9,3273.0,4.76,183.83,56.89,0.211,18.52,0,none,low,B,16.6,9.44,2.59
2.31,106.14,68.45,1364.0,11.98,302.85,81.59,0.569,75.16,1,bearing_failure,high,D,46.02,50.19,3.95
3.09,72.55,41.23,3248.0,1.6,186.09,65.95,0.344,12.99,0,none,low,B,23.5,12.7,0.86
0.9,103.74,64.71,1221.0,17.37,305.98,83.66,0.747,70.09,1,bearing_failure,high,D,115.88,52.99,5.68
3.81,81.89,41.26,3472.0,5.69,218.97,65.45,0.24,16.44,0,none,low,B,21.47,11.88,2.6
4.42,97.47,57.02,3420.0,9.75,214.68,73.43,0.456,34.4,1,abrasion,low,C,22.04,16.67,4.54
3.81,82.03,41.58,2310.0,1.99,226.93,56.76,0.32,10.28,0,none,low,B,21.55,18.0,0.88
4.02,80.23,39.97,2587.0,3.49,160.78,56.41,0.151,3.15,0,none,low,A,19.97,15.45,2.17
2.15,112.05,82.72,1566.0,15.92,275.8,94.2,0.91,92.45,0,tear,high,D,52.15,52.84,5.77
4.1,70.76,44.95,2744.0,4.01,193.68,58.58,0.38,0.21,0,none,low,A,17.27,16.38,2.07
3.48,74.18,31.99,2844.0,3.3,229.34,50.22,0.193,24.61,0,none,low,B,21.32,11.25,1.44
3.61,110.3,54.62,2412.0,9.14,232.27,62.75,0.452,39.46,1,edge_damage,medium,C,30.56,22.64,3.94
5.33,71.9,39.02,2874.0,4.96,196.64,65.91,0.383,1.61,0,none,low,A,13.48,13.58,2.52
3.06,78.24,39.81,3322.0,5.23,160.2,47.14,0.277,13.3,0,none,low,B,25.58,11.99,3.27
5.25,93.18,36.86,3281.0,2.92,208.95,55.95,0.137,23.2,0,none,low,B,17.75,11.23,1.4
4.84,79.18,28.42,1701.0,3.48,205.2,52.7,0.309,17.47,0,none,low,B,16.37,16.7,1.7
4.33,99.68,54.01,2399.0,6.54,202.54,71.4,0.375,35.65,1,splice_wear,medium,C,23.02,22.51,3.23
3.42,89.37,30.85,2408.0,3.53,204.99,59.57,0.343,1.12,0,none,low,A,26.11,12.82,1.72
3.7,73.65,34.36,2120.0,3.61,203.1,53.77,0.316,8.4,0,none,low,A,19.9,16.21,1.78
4.35,70.59,29.76,2336.0,5.71,207.72,47.03,0.354,18.31,0,none,low,B,16.22,12.74,2.75
5.05,80.1,32.87,2524.0,3.74,193.07,58.0,0.385,22.56,0,none,low,B,15.86,13.02,1.94
2.86,102.95,66.63,1394.0,16.62,285.36,89.96,0.569,69.59,1,tear,high,D,36.02,47.79,5.82
3.87,87.82,40.21,3308.0,4.01,189.44,63.07,0.384,8.9,0,none,low,A,22.7,12.15,2.12
4.54,82.47,49.76,2425.0,1.37,228.19,64.4,0.153,22.62,0,none,low,B,18.16,20.52,0.6
3.94,92.66,39.66,1776.0,2.85,207.77,49.01,0.277,17.38,0,none,low,B,23.5,22.34,1.37
4.73,92.11,38.39,2266.0,2.26,198.34,65.24,0.197,9.91,0,none,low,A,19.45,16.94,1.14
4.4,75.71,46.09,2091.0,4.53,191.06,58.48,0.154,18.38,0,none,low,B,17.2,22.04,2.37
3.28,83.67,43.6,1600.0,1.35,214.21,63.61,0.174,15.38,0,none,low,B,25.48,27.25,0.63
4.58,91.57,29.76,3056.0,3.47,195.13,60.04,0.377,1.42,0,none,low,A,19.99,9.74,1.78
3.45,94.66,43.73,2729.0,1.24,220.33,63.69,0.299,8.48,0,none,low,A,27.47,16.02,0.56
4.45,87.99,30.07,2768.0,2.43,211.14,57.41,0.139,13.16,0,none,low,B,19.77,10.87,1.15
3.45,91.04,28.24,2124.0,1.06,157.68,51.83,0.116,14.92,0,none,low,B,26.38,13.3,0.67
4.75,71.32,29.3,2111.0,5.48,201.31,62.71,0.142,20.85,0,none,low,B,15.0,13.88,2.72
3.53,85.4,36.26,3468.0,1.15,229.89,59.34,0.268,1.49,0,none,low,A,24.18,10.45,0.5
5.31,78.86,42.56,3499.0,2.32,196.09,61.02,0.149,3.72,0,none,low,A,14.85,12.16,1.18
3.96,87.86,29.53,3444.0,1.07,198.11,57.94,0.14,3.77,0,none,low,A,22.16,8.57,0.54
1.21,113.14,68.87,887.0,15.06,307.76,81.1,0.995,62.88,1,bearing_failure,high,F,93.69,77.64,4.89
5.03,93.87,48.37,3319.0,3.56,178.81,55.7,0.307,22.1,0,none,low,B,18.65,14.57,1.99
5.3,90.38,49.53,3261.0,2.4,158.48,47.58,0.187,15.35,0,none,low,B,17.07,15.19,1.51
2.06,100.17,64.66,920.0,12.27,285.09,75.87,0.674,66.81,1,tear,high,D,48.64,70.31,4.3
3.19,81.62,41.54,1690.0,5.75,228.43,57.55,0.385,4.49,0,none,low,A,25.62,24.58,2.52
3.1,84.69,29.36,3417.0,1.71,174.38,63.92,0.166,6.07,0,none,low,A,27.33,8.59,0.98
3.69,75.44,33.59,2481.0,5.83,216.58,51.55,0.209,11.61,0,none,low,B,20.44,13.54,2.69
3.21,106.88,64.28,2311.0,6.14,213.54,60.38,0.481,48.47,0,splice_wear,low,C,33.25,27.81,2.87
3.86,78.7,38.32,2168.0,1.54,161.65,45.77,0.241,23.86,0,none,low,B,20.36,17.67,0.95
5.37,88.33,42.02,2791.0,5.13,158.55,56.61,0.309,14.67,0,none,low,B,16.46,15.06,3.24
3.88,101.02,52.58,2681.0,8.1,253.46,68.93,0.547,39.08,0,edge_damage,low,C,26.03,19.62,3.2
3.95,78.43,43.79,2986.0,1.25,167.69,51.31,0.264,3.61,0,none,low,A,19.85,14.67,0.75
5.36,90.11,31.97,2313.0,2.78,213.28,56.73,0.138,18.47,0,none,low,B,16.81,13.82,1.3
3.66,79.39,38.95,2186.0,2.21,181.88,45.44,0.332,4.27,0,none,low,A,21.71,17.82,1.21
4.63,89.35,45.9,2487.0,2.03,208.98,61.09,0.174,22.59,0,none,low,B,19.28,18.46,0.97
5.46,91.51,43.13,3377.0,4.61,165.24,55.17,0.121,9.74,0,none,low,A,16.77,12.77,2.79
3.16,102.86,62.44,2095.0,6.93,209.49,72.52,0.332,48.27,0,splice_wear,low,C,32.54,29.8,3.31
3.38,85.65,54.67,3002.0,6.61,207.93,66.77,0.502,52.38,0,splice_wear,low,C,25.37,18.21,3.18
3.72,74.05,33.48,1950.0,3.6,195.02,66.73,0.159,16.04,0,none,low,B,19.91,17.17,1.84
1.14,107.88,60.98,1167.0,15.7,253.33,79.39,0.853,89.74,1,tear,high,D,94.84,52.28,6.2
4.06,80.62,31.1,2526.0,3.94,188.12,52.49,0.316,1.87,0,none,low,A,19.86,12.31,2.09
4.42,98.87,53.25,2513.0,5.05,216.49,61.97,0.498,36.17,1,edge_damage,low,C,22.35,21.19,2.33
0.79,112.03,65.17,1040.0,13.56,297.03,93.23,0.751,96.7,1,joint_rupture,critical,F,142.48,62.69,4.56
3.47,91.49,33.67,1953.0,3.4,189.91,49.95,0.182,4.24,0,none,low,A,26.37,17.24,1.79
1.66,121.42,78.4,966.0,17.7,307.47,79.09,0.593,64.78,0,splice_failure,high,F,73.33,81.16,5.76
5.1,80.71,43.98,2520.0,4.11,181.63,62.67,0.228,11.44,0,none,low,B,15.84,17.45,2.26
5.08,86.48,35.68,2841.0,4.21,224.48,64.35,0.294,8.54,0,none,low,A,17.03,12.56,1.88
2.96,107.43,61.99,884.0,14.76,315.75,75.04,0.863,84.97,1,splice_failure,high,F,36.25,70.14,4.67
4.9,94.65,31.97,3032.0,2.69,164.05,54.69,0.338,11.62,0,none,low,B,19.31,10.54,1.64
5.49,79.98,41.54,2230.0,2.96,205.65,66.57,0.263,19.21,0,none,low,B,14.57,18.62,1.44
3.53,82.55,28.44,2006.0,3.59,151.2,51.08,0.254,14.33,0,none,low,B,23.4,14.18,2.37
1.54,127.91,79.62,1040.0,10.18,297.31,86.2,0.895,88.07,1,bearing_failure,critical,D,83.23,76.56,3.42
4.65,70.8,29.83,2087.0,5.39,211.19,45.51,0.251,6.87,0,none,low,A,15.21,14.29,2.55
4.8,91.57,38.46,3489.0,5.9,220.57,58.22,0.219,9.11,0,none,low,A,19.06,11.02,2.67
3.62,87.97,41.28,3333.0,1.25,162.42,63.15,0.208,2.96,0,none,low,A,24.28,12.39,0.77
1.52,124.7,77.02,1748.0,16.34,255.93,87.46,0.503,61.65,1,joint_rupture,high,F,81.94,44.06,6.38
5.16,82.03,29.73,2621.0,2.66,162.4,64.53,0.256,23.33,0,none,low,B,15.91,11.34,1.64
0.51,112.83,64.94,1893.0,10.57,270.02,85.34,0.632,67.97,1,tear,high,D,220.14,34.3,3.91
4.95,88.36,40.64,3145.0,3.81,227.15,50.0,0.314,9.25,0,none,low,A,17.86,12.92,1.68
3.45,83.81,32.74,1901.0,5.95,214.14,62.21,0.338,24.22,0,none,low,B,24.29,17.23,2.78
3.55,91.56,44.34,2329.0,3.37,182.9,66.39,0.203,24.09,0,none,low,B,25.79,19.04,1.84
1.95,111.1,60.46,953.0,15.79,283.01,78.0,0.632,96.02,1,splice_failure,critical,F,56.99,63.43,5.58
5.17,85.12,41.51,2564.0,1.46,185.6,67.99,0.351,22.34,0,none,low,B,16.45,16.19,0.79
2.95,85.09,51.07,2217.0,7.36,240.63,75.74,0.525,57.85,0,abrasion,medium,C,28.8,23.03,3.06
4.07,73.37,48.1,2441.0,3.85,224.25,57.2,0.206,19.93,0,none,low,B,18.03,19.71,1.71
3.8,88.08,45.64,3083.0,5.89,212.93,62.71,0.357,0.0,0,none,low,A,23.2,14.8,2.77
4.84,84.99,31.91,2107.0,2.68,195.43,64.13,0.38,18.75,0,none,low,B,17.55,15.14,1.37
3.28,96.78,57.32,2248.0,7.9,239.91,67.9,0.586,46.29,0,splice_wear,medium,C,29.51,25.49,3.29
3.81,71.99,40.84,3396.0,3.43,222.49,64.21,0.144,17.7,0,none,low,B,18.9,12.03,1.54
3.63,87.17,44.34,1860.0,5.57,210.09,66.47,0.195,23.48,0,none,low,B,24.04,23.84,2.65
3.13,89.07,43.48,2696.0,3.45,152.57,59.37,0.225,14.01,0,none,low,B,28.41,16.13,2.26
5.42,85.1,44.48,3373.0,3.96,150.97,45.79,0.311,6.98,0,none,low,A,15.72,13.19,2.62
3.51,76.76,39.1,3451.0,4.08,224.89,67.07,0.162,7.78,0,none,low,A,21.89,11.33,1.81
1.8,129.8,60.29,1160.0,14.61,282.85,77.33,0.684,60.97,1,tear,critical,D,72.19,52.0,5.16
5.26,80.25,39.55,2454.0,3.24,212.02,57.12,0.195,6.45,0,none,low,A,15.26,16.11,1.53
4.46,75.75,31.26,2808.0,4.41,210.17,56.58,0.368,23.41,0,none,low,B,16.99,11.13,2.1
1.26,129.49,66.85,1043.0,12.98,253.98,94.57,0.794,81.16,1,splice_failure,high,F,102.83,64.09,5.11
3.04,85.45,29.39,1716.0,4.25,175.0,53.0,0.246,24.46,0,none,low,B,28.09,17.13,2.43
3.03,94.08,50.38,3064.0,8.03,229.33,67.34,0.363,41.89,0,splice_wear,low,C,31.04,16.44,3.5
4.58,81.56,40.23,2070.0,1.12,200.0,50.81,0.301,18.68,0,none,low,B,17.8,19.44,0.56
0.53,129.71,77.08,1572.0,9.14,310.29,77.91,0.919,60.59,1,bearing_failure,high,F,246.45,49.02,2.94
4.56,81.51,28.87,1529.0,1.6,201.93,58.04,0.266,0.8,0,none,low,A,17.88,18.88,0.79
5.31,79.94,41.75,3060.0,4.92,191.54,64.73,0.217,22.22,0,none,low,B,15.05,13.64,2.57
3.7,71.33,45.5,2334.0,2.15,168.54,65.73,0.35,13.84,0,none,low,B,19.28,19.49,1.27
4.19,79.79,48.14,1751.0,3.09,177.56,56.46,0.237,12.97,0,none,low,B,19.06,27.49,1.74
4.28,76.06,32.06,1630.0,4.81,184.2,59.41,0.318,16.98,0,none,low,B,17.76,19.67,2.61
3.97,79.4,42.08,2490.0,5.25,219.98,48.92,0.141,15.76,0,none,low,B,20.0,16.9,2.38
3.05,92.22,32.99,3359.0,4.59,211.01,49.63,0.17,13.03,0,none,low,B,30.27,9.82,2.17
3.76,78.04,31.51,1910.0,4.94,163.38,45.65,0.289,24.4,0,none,low,B,20.73,16.5,3.03
3.3,84.26,47.94,3068.0,4.11,175.2,57.46,0.127,16.97,0,none,low,B,25.56,15.63,2.35
1.15,100.55,73.64,1648.0,16.11,263.56,80.24,0.756,72.56,1,splice_failure,high,F,87.36,44.68,6.11
3.19,97.57,45.34,2730.0,6.37,230.36,66.06,0.518,42.85,0,edge_damage,low,C,30.55,16.61,2.76
5.1,93.29,35.09,3352.0,4.97,223.79,60.32,0.171,22.36,0,none,low,B,18.3,10.47,2.22
3.53,76.78,34.69,2529.0,4.57,224.1,47.03,0.386,23.03,0,none,low,B,21.73,13.72,2.04
3.9,90.33,41.45,3058.0,4.6,189.74,45.95,0.275,1.21,0,none,low,A,23.16,13.56,2.42
5.0,84.62,49.93,2412.0,4.74,203.38,67.8,0.314,4.1,0,none,low,A,16.92,20.7,2.33
0.65,119.73,82.08,1492.0,12.19,307.46,90.65,0.772,65.87,1,splice_failure,critical,D,184.67,55.0,3.96
4.5,92.76,59.48,3816.0,6.18,254.5,65.57,0.593,34.84,1,abrasion,low,C,20.63,15.59,2.43
1.69,106.7,77.64,1029.0,13.98,267.73,94.11,0.514,67.59,1,joint_rupture,high,F,62.96,75.45,5.22
4.38,77.25,41.5,2208.0,2.67,153.04,48.38,0.375,24.96,0,none,low,B,17.65,18.8,1.74
3.3,107.19,64.37,2911.0,9.15,258.5,75.72,0.368,25.28,0,abrasion,low,C,32.43,22.11,3.54
4.91,81.76,34.98,2745.0,4.26,211.55,48.6,0.322,14.99,0,none,low,B,16.64,12.74,2.02
4.94,79.58,35.27,2396.0,2.73,177.06,63.59,0.137,24.27,0,none,low,B,16.1,14.72,1.54
3.46,73.28,41.01,2766.0,1.27,169.44,63.3,0.115,21.38,0,none,low,B,21.2,14.83,0.75
4.09,78.66,28.42,3150.0,1.71,174.76,58.09,0.174,12.43,0,none,low,B,19.25,9.02,0.98
4.4,110.43,51.66,2800.0,7.12,237.57,65.16,0.591,46.3,0,abrasion,medium,C,25.11,18.45,3.0
5.04,84.2,28.92,1854.0,5.32,195.03,66.86,0.122,7.38,0,none,low,A,16.69,15.6,2.73
4.38,79.57,31.46,2786.0,3.68,171.98,56.03,0.324,5.13,0,none,low,A,18.15,11.29,2.14
3.87,88.67,46.63,2253.0,2.48,221.16,67.99,0.301,24.75,0,none,low,B,22.94,20.7,1.12
4.83,79.72,37.53,1788.0,5.11,224.48,59.34,0.203,3.85,0,none,low,A,16.49,20.98,2.28
3.64,85.34,48.79,1597.0,1.01,198.01,51.53,0.364,8.18,0,none,low,A,23.45,30.56,0.51
3.67,73.62,40.79,1836.0,3.12,186.88,45.47,0.105,13.01,0,none,low,B,20.04,22.21,1.67
5.36,74.48,30.27,1604.0,3.18,199.85,64.33,0.305,5.21,0,none,low,A,13.91,18.87,1.59
